ERG20	BOT3|FDS1|FPP1	Farnesyl pyrophosphate synthetase, has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis			YJL167W	S000003703
ERG201						S000029159
ERG24		C-14 sterol reductase, acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol), and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions		Null mutant appears to be inviable in some genetic backgrounds and conditionally lethal in others; erg24 mutations are suppessed by fen1 and fen2 mutations	YNL280C	S000005224
ERG25		C-4 methyl sterol oxidase, catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol			YGR060W	S000003292
ERG26		C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis			YGL001C	S000002969
ERG27		3-keto sterol reductase, catalyzes the last of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants are sterol auxotrophs			YLR100W	S000004090
ERG28	BUD18	Endoplasmic reticulum membrane protein, may facilitate protein-protein interactions between the Erg26p dehydrogenase and the Erg27p 3-ketoreductase and/or tether these enzymes to the ER, also interacts with Erg6p		Null mutant is viable; random budding in diploid null mutants; null cells have an unusual sterol content.	YER044C	S000000846
ERG29		Protein of unknown function that may be involved in iron metabolism; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; shows localization to the ER; highly conserved in ascomycetes			YMR134W	S000004741
ERG3	PSO6|SYR1	C-5 sterol desaturase, catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; mutants are viable, but cannot grow on non-fermentable carbon sources		Null mutant is inviable; suppresses syringomycin resistant mutant; sensitive to photoactivated 3-carbethoxypsoralen, UV light, radiomimetic mutagens, and oxidative stress	YLR056W	S000004046
ERG4		C-24(28) sterol reductase, catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol			YGL012W	S000002980
ERG5	CYP61	C-22 sterol desaturase, a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis; may be a target of azole antifungal drugs			YMR015C	S000004617
ERG6	ISE1|LIS1|SED6|VID1	Delta(24)-sterol C-methyltransferase, converts zymosterol to fecosterol in the ergosterol biosynthetic pathway by methylating position C-24; localized to both lipid particles and mitochondrial outer membrane		The null mutant is viable, cannot methylate ergosterol precursors at C-24, and lacks ergosterol. The null mutant shows defective conjugation, diminished capacity for transformation, and defective tryptophan uptake. The null mutant is hypersensitive to cycloheximide, Li+, and Na+, sensitive to anthracyclines, dactinomycin, and bretfeldin A, and resistant to nystatin.	YML008C	S000004467
ERG7		Lanosterol synthase, an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis			YHR072W	S000001114
ERG8		Phosphomevalonate kinase, an essential cytosolic enzyme that acts in the biosynthesis of isoprenoids and sterols, including ergosterol, from mevalonate			YMR220W	S000004833
ERG9		Farnesyl-diphosphate farnesyl transferase (squalene synthase), joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway			YHR190W	S000001233
ERI1	RIN1	Endoplasmic reticulum membrane protein that binds to and inhibits GTP-bound Ras2p at the ER; component of the GPI-GnT complex which catalyzes the first step in GPI-anchor biosynthesis; probable homolog of mammalian PIG-Y protein			YPL096C-A	S000028423
ERJ5		Type I membrane protein with a J domain is required to preserve the folding capacity of the endoplasmic reticulum; loss of the non-essential ERJ5 gene leads to a constitutively induced unfolded protein response			YFR041C	S000001937
ERM6		Vacuolar protein of unknown function; potential Cdc28p substrate			YJR054W	S000003815
ERO1		Thiol oxidase required for oxidative protein folding in the endoplasmic reticulum		Null mutant is inviable; in ero1-1(ts) mutants newly synthesized carboxypeptidase Y is retained in the ER and lacks disulfide bonds; ero1 mutants are hypersensitive to to the reductant DTT, whereas overexpression of ERO1 confers resistance to DTT, the oxidant diamide can restore growth and secretion in ero1 mutants	YML130C	S000004599
ERP1		Protein that forms a heterotrimeric complex with Erp2p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles		null mutant is viable; delayed transport of Gas1p and invertase	YAR002C-A	S000002129
ERP2		Protein that forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; member, along with Emp24p and Erv25p, of the p24 family involved in ER to Golgi transport and localized to COPII-coated vesicles		null mutant is viable; delayed transport of Gas1p	YAL007C	S000000005
ERP3		Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport			YDL018C	S000002176
ERP4		Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport			YOR016C	S000005542
ERP5		Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport			YHR110W	S000001152
ERP6		Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies			YGL002W	S000002970
ERR1		Protein of unknown function, has similarity to enolases			YOR393W	S000005920
ERR2		Protein of unknown function, has similarity to enolases			YPL281C	S000006202
ERR3		Protein of unknown function, has similarity to enolases			YMR323W	S000004942
ERS1		Protein with similarity to human cystinosin, which is a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains			YCR075C	S000000671
ERT1		Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; plays a role in restricting Ty1 transposition			YBR239C	S000000443
ERV1		Flavin-linked sulfhydryl oxidase of the mitochondrial intermembrane space (IMS), oxidizes Mia40p as part of a disulfide relay system that promotes IMS retention of imported proteins; ortholog of human hepatopoietin (ALR)		Null mutant is inviable; mutants demonstrate defects in mitochondrial biogenesis	YGR029W	S000003261
ERV14		Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo; required for the delivery of bud-site selection protein Axl2p to cell surface; related to Drosophila cornichon		Null mutant is viable but exhibits defects in sporulation (diploids) and bud site selection (haploids). Null mutants also retain the bud site selection marker, Axl2p, in the ER and exhibit slow recovery from selective to rich media.	YGL054C	S000003022
ERV15		Protein involved in export of proteins from the endoplasmic reticulum, has similarity to Erv14p			YBR210W	S000000414
ERV2		Flavin-linked sulfhydryl oxidase localized to the endoplasmic reticulum lumen, involved in disulfide bond formation within the ER		Deletion of ERV2 or depletion of Erv2p by regulated gene expression is not associated with any detectable growth defects.	YPR037C	S000006241
ERV25		Protein that forms a heterotrimeric complex with Erp1, Erp2p, and Emp24, member of the p24 family involved in endoplasmic reticulum to Golgi transport		Null mutant is viable, displays a selective defect in transport of secretory proteins from the ER to Golgi complex.	YML012W	S000004473
ERV29		Protein localized to COPII-coated vesicles, involved in vesicle formation and incorporation of specific secretory cargo			YGR284C	S000003516
ERV41		Protein localized to COPII-coated vesicles, forms a complex with Erv46p; involved in the membrane fusion stage of transport; has homology to human ERGIC2 (PTX1) protein			YML067C	S000004532
ERV46	FUN9	Protein localized to COPII-coated vesicles, forms a complex with Erv41p; involved in the membrane fusion stage of transport			YAL042W	S000000040
ESA1	TAS1	Catalytic subunit of the histone acetyltransferase complex (NuA4) that acetylates four conserved internal lysines of histone H4 N-terminal tail; required for cell cycle progression and transcriptional silencing at the rDNA locus	KAT5		YOR244W	S000005770
ESBP6	MCH3	Protein with similarity to monocarboxylate permeases, appears not to be involved in transport of monocarboxylates such as lactate, pyruvate or acetate across the plasma membrane			YNL125C	S000005069
ESC1		Protein localized to the nuclear periphery, involved in telomeric silencing; interacts with PAD4-domain of Sir4p			YMR219W	S000004832
ESC2		Protein involved in silencing; may recruit or stabilize Sir proteins; role in Rad51-dependent homologous recombination repair and intra S-phase DNA damage checkpoint; member of the RENi (Rad60-Esc2-Nip45) family of SUMO-like domain proteins			YDR363W	S000002771
ESC3		escape of sugars control				S000029160
ESC8		Protein involved in telomeric and mating-type locus silencing, interacts with Sir2p and also interacts with the Gal11p, which is a component of the RNA pol II mediator complex		Null: Viable, HMR silencing defect	YOL017W	S000005377
ESF1		Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels			YDR365C	S000002773
ESF2	ABT1	Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome			YNR054C	S000005337
ESL1		Putative protein of unknown function, predicted to contain a PINc domain			YIL151C	S000001413
ESL2		Protein of unknown function that may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; predicted to contain a PINc domain			YKR096W	S000001804
ESP1		Separase, a caspase-like cysteine protease that promotes sister chromatid separation by mediating dissociation of the cohesin Scc1p from chromatin; inhibits protein phosphatase 2A-Cdc55p to promote mitotic exit; inhibited by Pds1p		Null mutant is inviable, produces extra spindle pole bodies, shows disrupted cell cycle control	YGR098C	S000003330
ESS1	PIN1|PTF1	Peptidylprolyl-cis/trans-isomerase (PPIase) specific for phosphorylated serine and threonine residues N-terminal to proline; regulates phosphorylation of the RNA polymerase II large subunit (Rpo21p) C-terminal domain		Null mutant is inviable; arrest phenotype of mitotic arrest and nuclear fragmentation	YJR017C	S000003778
EST1		TLC1 RNA-associated factor involved in telomere length regulation as the recruitment subunit of the telomerase holoenzyme, has a possible role in activating Est2p-TLC1-RNA bound to the telomere			YLR233C	S000004223
EST2	TERT	Reverse transcriptase subunit of the telomerase holoenzyme, essential for telomerase core catalytic activity, involved in other aspects of telomerase assembly and function; mutations in human homolog are associated with aplastic anemia		Null mutant is viable, exhibits progressively shorter telomeres, cellular senescence and a telomerase-minus defect; est2 rad52 mutants are inviable	YLR318W	S000004310
EST3		Component of the telomerase holoenzyme, involved in telomere replication		Null mutant shows progressively shorter telomeres and cellular senescence; telomerase activity is still present in est3-* extracts	YIL009C-A	S000006432
ETC1		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located between the two divergently transcribed genes ADE8 and SIZ1				S000077072
ETC2		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located upstream of ARG8				S000077073
ETC3		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located upstream of BCK1				S000077074
ETC4		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located upstream of RAD2				S000077075
ETC5		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located upstream of RAD14				S000077076
ETC6		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located between the two divergently transcribed genes TFC6 and ESC2				S000077077
ETC7		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located between the two divergently transcribed genes WTM2 and YOR228C				S000077078
ETC8		Locus of unknown function that is associated with the TFIIIC component Tfc4p, located between the two divergently transcribed genes RPB5 and CNS1				S000077079
ETH3		affects methionine biosynthesis		Ethionine resistant		S000029161
ETR1	MRF1|MRF1'	2-enoyl thioester reductase, member of the medium chain dehydrogenase/reductase family; localized to in mitochondria, where it has a probable role in fatty acid synthesis	2-enoyl thioester reductase, E.C. 1.3.1.-		YBR026C	S000000230
ETS1-1	5' ETS	Non-coding region located immediately upstream of RDN18, that is transcribed as part of the 35S rRNA precursor transcript; contains an essential U3 snoRNA binding site required for maturation of 18S rRNA				S000029717
ETS1-2	5' ETS	Non-coding region located immediately upstream of RDN18, transcribed as part of the 35S rRNA precursor transcript; contains an essential U3 snoRNA binding site required for maturation of 18S rRNA				S000029707
ETS2-1	3' ETS	Non-coding region located adjacent to and downstream of RDN25, transcribed as part of the 35S rRNA precursor transcript; contains the primary rRNA transcription termination site at +93 and a secondary termination site between +211 and +250				S000029718
ETS2-2	3' ETS	Non-coding region located adjacent to RDN25, transcribed as part of the 35S rRNA precursor transcript; contains the primary rRNA transcription termination site at +93 and a secondary termination site between +211 and +250				S000029713
EUG1		Protein disulfide isomerase of the endoplasmic reticulum lumen, function overlaps with that of Pdi1p; may interact with nascent polypeptides in the ER			YDR518W	S000002926
EXA2		extragenic suppressor of hsp70 subfamily A		affect regulation of the stress response		S000029162
EXG1	BGL1	Major exo-1,3-beta-glucanase of the cell wall, involved in cell wall beta-glucan assembly; exists as three differentially glycosylated isoenzymes		Null mutant is viable, displays modest increase in killer toxin sensitivity and beta 1,6-glucan levels	YLR300W	S000004291
EXG2		Exo-1,3-beta-glucanase, involved in cell wall beta-glucan assembly; may be anchored to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor			YDR261C	S000002669
EXO1	DHS1	5'-3' exonuclease and flap-endonuclease involved in recombination, double-strand break repair and DNA mismatch repair; member of the Rad2p nuclease family, with conserved N and I nuclease domains		Mutants demonstrate sensitivity to cycloheximide, bleomycin, actinomycin D, 5-fluorouracil, and several other antibiotics, as well as irregular shapes and sensitivity to zymolase digestion	YOR033C	S000005559
EXO70		Subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which directs secretory vesicles to active sites of exocytosis; acts with Sec3p in membrane targeting of the exocyst via PI(4,5)P2 binding			YJL085W	S000003621
EXO84	USA3	Essential protein with dual roles in spliceosome assembly and exocytosis; the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p) mediates polarized targeting of secretory vesicles to active sites of exocytosis		Null mutant is inviable, defective in secretion	YBR102C	S000000306
FAA1		Long chain fatty acyl-CoA synthetase with a preference for C12:0-C16:0 fatty acids; involved in the activation of imported fatty acids; localized to both lipid particles and mitochondrial outer membrane; essential for stationary phase		Null mutant is viable as long as fatty acid synthase (fas) complex is active	YOR317W	S000005844
FAA2	FAM1	Long chain fatty acyl-CoA synthetase; accepts a wider range of acyl chain lengths than Faa1p, preferring C9:0-C13:0; involved in the activation of endogenous pools of fatty acids		Not essential for vegetative growth when fatty acid synthase (fas) is active	YER015W	S000000817
FAA3		Long chain fatty acyl-CoA synthetase, has a preference for C16 and C18 fatty acids; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery		Not essential for vegetative growth when fatty acid synthase (fas) is active	YIL009W	S000001271
FAA4		Long chain fatty acyl-CoA synthetase, regulates protein modification during growth in the presence of ethanol, functions to incorporate palmitic acid into phospholipids and neutral lipids		Not essential for vegetative growth when fatty acid synthase (fas) is active	YMR246W	S000004860
FAB1	SVL7	1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2, which is involved in vacuolar sorting and homeostasis		Null mutant is temperature-sensitive. Mutation causes pleiotropic effects on nuclear migration and orientation, and separation of mitotic chromosomes (forms aploid and binucleate cells); has defects in vacuolar function and morphology.	YFR019W	S000001915
FAD1		Flavin adenine dinucleotide (FAD) synthetase, performs the second step in synthesis of FAD from riboflavin			YDL045C	S000002203
FAF1		Protein required for pre-rRNA processing and 40S ribosomal subunit assembly			YIL019W	S000001281
FAL1		Nucleolar protein required for maturation of 18S rRNA, member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases		Null mutant is inviable; when Fal1p is depleted, either in a temperature-sensitive fal1-1 mutant or in glucose medium when Fal1p is under a gal promoter, there is a decrease in 40S ribosomal subunits, and those strains are sensitive to paromomycin and neomycin	YDR021W	S000002428
FAP1		Protein that binds to Fpr1p, conferring rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1		Null mutant is viable and shows no phenotype; overexpression confers rapamycin resistance	YNL023C	S000004968
FAP7		Essential NTPase required for small ribosome subunit synthesis, mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p, may be the endonuclease for site D			YDL166C	S000002325
FAR1		Cyclin-dependent kinase inhibitor that mediates cell cycle arrest in response to pheromone; also forms a complex with Cdc24p, Ste4p, and Ste18p that may specify the direction of polarized growth during mating; potential Cdc28p substrate			YJL157C	S000003693
FAR10		Protein involved in G1 cell cycle arrest in response to pheromone, in a pathway different from the Far1p-dependent pathway; interacts with Far3p, Far7p, Far8p, Far9p, and Far11p; potential Cdc28p substrate		Null: Defective for pheromone-induced G1 arrest	YLR238W	S000004228
FAR11		Protein involved in pheromone-induced G1 cell cycle arrest, functions in a pathway different from the Far1p-dependent pathway; interacts with Far3p, Far7p, Far8p, Far9p, and Far10p; has similarity to the N- and C-termini of N. crassa HAM-2		Null: Defective for pheromone-induced G1 arrest	YNL127W	S000005071
FAR3		Protein involved in G1 cell cycle arrest in response to pheromone, in a pathway different from the Far1p-dependent pathway; interacts with Far7p, Far8p, Far9p, Far10p, and Far11p		Null mutant does not arrest in G1 in response to pheromone but does have an intact signal transduction pathway leading to FAR1 transcriptional induction	YMR052W	S000004656
FAR7		Protein involved in G1 cell cycle arrest in response to pheromone, in a pathway different from the Far1p-dependent pathway; interacts with Far3p, Far8p, Far9p, Far10p, and Far11p		Null: Defective for pheromone-induced G1 arrest	YFR008W	S000001904
FAR8		Protein involved in G1 cell cycle arrest in response to pheromone, in a pathway different from the Far1p-dependent pathway; interacts with Far3p, Far7p, Far9p, Far10p, and Far11p		Null: Defective for pheromone-induced G1 arrest	YMR029C	S000004631
FAS1		Beta subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains acetyltransacylase, dehydratase, enoyl reductase, malonyl transacylase, and palmitoyl transacylase activities			YKL182W	S000001665
FAS2		Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains beta-ketoacyl reductase and beta-ketoacyl synthase activities; phosphorylated		Fatty acid synthetase deficient	YPL231W	S000006152
FAT1		Fatty acid transporter and very long-chain fatty acyl-CoA synthetase, may form a complex with Faa1p or Faa4p that imports and activates exogenous fatty acids		Null mutant is viable, but is Ole- in presence of cerulenin (i.e., unable to grow on YPD supplemented with oleic acid and cerulenin)	YBR041W	S000000245
FAU1		5,10-methenyltetrahydrofolate synthetase, involved in folic acid biosynthesis		Null mutant is viable, but is unable to utilize folinic acid in place of folic acid.	YER183C	S000000985
FBA1	LOT1	Fructose 1,6-bisphosphate aldolase, required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress		Null mutant is viable, lacks aldolase enzymatic activity and fails to grow in media containing as a carbon source metabolites of only one side of the aldolase reaction	YKL060C	S000001543
FBP1	ACN8	Fructose-1,6-bisphosphatase, key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism; undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions; interacts with Vid30p		unable to grow with ethanol	YLR377C	S000004369
FBP26		Fructose-2,6-bisphosphatase, required for glucose metabolism		Null mutant lacks fructose-2,6-biphosphatase activity but can grow on glucose, fructose, galactose, pyruvate, glycerol and lactate	YJL155C	S000003691
FCF1	UTP24	Putative PINc domain nuclease required for early cleavages of 35S pre-rRNA and maturation of 18S rRNA; component of the SSU (small subunit) processome involved in 40S ribosomal subunit biogenesis; copurifies with Faf1p			YDR339C	S000002747
FCF2		Essential nucleolar protein involved in the early steps of 35S rRNA processing; interacts with Faf1p; member of a transcriptionally co-regulated set of genes called the RRB regulon			YLR051C	S000004041
FCP1		Carboxy-terminal domain (CTD) phosphatase, essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p)			YMR277W	S000004890
FCY1	yCD	Cytosine deaminase, zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil; of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU)			YPR062W	S000006266
FCY2	BRA7	Purine-cytosine permease, mediates purine (adenine, guanine, and hypoxanthine) and cytosine accumulation			YER056C	S000000858
FCY21		Putative purine-cytosine permease, very similar to Fcy2p but cannot substitute for its function			YER060W	S000000862
FCY22		Putative purine-cytosine permease, very similar to Fcy2p but cannot substitute for its function			YER060W-A	S000002958
FDH1		NAD(+)-dependent formate dehydrogenase, may protect cells from exogenous formate			YOR388C	S000005915
FDH2		NAD(+)-dependent formate dehydrogenase, may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C				S000006196
FEN1	ELO2|GNS1|VBM2	Fatty acid elongase, involved in sphingolipid biosynthesis; acts on fatty acids of up to 24 carbons in length; mutations have regulatory effects on 1,3-beta-glucan synthase, vacuolar ATPase, and the secretory pathway		Null mutant is viable; slow growth; fenpropimorph resistant; resistant to a pneumocandin B0 analog (L-733,560); mating and sporulation defects; synthetic lethality with ELO3	YCR034W	S000000630
FEN2		Plasma membrane H+-pantothenate symporter; confers sensitivity to the antifungal agent fenpropimorph			YCR028C	S000000623
FES1		Hsp70 (Ssa1p) nucleotide exchange factor, cytosolic homolog of Sil1p, which is the nucleotide exchange factor for BiP (Kar2p) in the endoplasmic reticulum		Null mutant is thermosensitive. Other phenotypes: cycloheximide sensitive.	YBR101C	S000000305
FET1						S000029163
FET3		Ferro-O2-oxidoreductase required for high-affinity iron uptake and involved in mediating resistance to copper ion toxicity, belongs to class of integral membrane multicopper oxidases		The null mutant is viable but defective for high affinity Fe(II) uptake. The null mutant is inviable when environmental iron is limiting.	YMR058W	S000004662
FET4		Low-affinity Fe(II) transporter of the plasma membrane		Mutant lacks low affinity Fe(II) transport but has more active high affinity Fe(II) transport activity	YMR319C	S000004938
FET5		Multicopper oxidase, integral membrane protein with similarity to Fet3p; may have a role in iron transport		overexpression of FET5 suppresses a fet3 null mutant.	YFL041W	S000001853
FHL1	SPP42	Transcriptional activator with similarity to DNA-binding domain of Drosophila forkhead but unable to bind DNA in vitro; required for rRNA processing; isolated as a suppressor of splicing factor prp4		Null mutant shows reduced growth rate and lower rRNA content	YPR104C	S000006308
FIG1		Integral membrane protein required for efficient mating; may participate in or regulate the low affinity Ca2+ influx system, which affects intracellular signaling and cell-cell fusion during mating		Null mutant is viable, deficient in mating	YBR040W	S000000244
FIG2		Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating		Null mutant is viable, deficient in mating under non-optimal conditions	YCR089W	S000000685
FIG4		Phosphatidylinositol 3,5-bisphosphate (PtdIns[3,5]P) phosphatase; required for efficient mating and response to osmotic shock; physically associates with and regulated by Vac14p; contains a SAC1-like domain		Null mutant is viable, mating defective	YNL325C	S000005269
FIM1						S000029164
FIN1		Spindle pole body-related intermediate filament protein, forms cell cycle-specific filaments between spindle pole bodies in mother and daughter cells, able to self-assemble, expression induced during S/G2, localization cell-cycle dependent			YDR130C	S000002537
FIP1		Subunit of cleavage polyadenylation factor (CPF), interacts directly with poly(A) polymerase (Pap1p) to regulate its activity		Null mutant is inviable. At restrictive temperature, a temperature-sensitive mutant shows shortening of poly(A) tails	YJR093C	S000003853
FIR1	PIP1	Protein involved in 3' mRNA processing, interacts with Ref2p; potential Cdc28p substrate		Null mutant is viable, shows slow growth in all media	YER032W	S000000834
FIS1	MDV2	Protein involved in mitochondrial membrane fission and peroxisome abundance; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation		Null mutant is viable, mitochondrial fission blocked, mitochondrial membranes form nets	YIL065C	S000001327
FIT1		Mannoprotein that is incorporated into the cell wall via a glycosylphosphatidylinositol (GPI) anchor, involved in the retention of siderophore-iron in the cell wall		Impaired siderophore-iron uptake, activation of the major iron-dependent transcription factor AFT1.	YDR534C	S000002942
FIT2		Mannoprotein that is incorporated into the cell wall via a glycosylphosphatidylinositol (GPI) anchor, involved in the retention of siderophore-iron in the cell wall			YOR382W	S000005909
FIT3		Mannoprotein that is incorporated into the cell wall via a glycosylphosphatidylinositol (GPI) anchor, involved in the retention of siderophore-iron in the cell wall			YOR383C	S000005910
FKH1		Forkhead family transcription factor with a minor role in the expression of G2/M phase genes; negatively regulates transcriptional elongation; positive role in chromatin silencing at HML and HMR; regulates donor preference during switching			YIL131C	S000001393
FKH2		Forkhead family transcription factor with a major role in the expression of G2/M phase genes; positively regulates transcriptional elongation; negative role in chromatin silencing at HML and HMR; substrate of the Cdc28p/Clb5p kinase			YNL068C	S000005012
FKR1		FK506 resistant		resistant to FK506		S000029165
FKR2		FK506 resistant		resistant to FK506		S000029166
FKR3		FK506 resistant		resistant to FK506		S000029167
FKS1	CND1|CWH53|ETG1|GSC1|PBR1	Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling		Null mutant is viable, demonstrates slow growth, hypersensitivity to FK506 and cyclosporin A, sensitivity to echinocandin and a reduction in 1,3-beta-D-glucan synthase activity in vitro; sensitivity to papulacandin B	YLR342W	S000004334
FKS3		Protein involved in spore wall assembly, has similarity to 1,3-beta-D-glucan synthase catalytic subunits Fks1p and Gsc2p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies			YMR306W	S000004923
FLC1	BOP1|HUF1	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance			YPL221W	S000006142
FLC2	HUF2	Putative FAD transporter; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance			YAL053W	S000000049
FLC3	HUF3	Putative FAD transporter, similar to Flc1p and Flc2p; localized to the ER			YGL139W	S000003107
FLD1	SEI1	Seipin protein involved in lipid droplet morphology, number, and size; proposed to be involved in lipid metabolism; related to the human BSCL2 which is associated with lipodystrophy	seipin		YLR404W	S000004396
FLO1	FLO2|FLO4	Lectin-like protein involved in flocculation, cell wall protein that binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; similar to Flo5p		Flocculation	YAR050W	S000000084
FLO10		Lectin-like protein with similarity to Flo1p, thought to be involved in flocculation			YKR102W	S000001810
FLO5		Lectin-like cell wall protein (flocculin) involved in flocculation, binds to mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; similar to Flo1p		Mutations in FLO5 appear to have no effect on filamentous growth.	YHR211W	S000001254
FLO8	PHD5|YER108C	Transcription factor required for flocculation, diploid filamentous growth, and haploid invasive growth; genome reference strain S288C and most laboratory strains have a mutation in this gene		Null mutant is viable; wild-type gene is required for flocculation and for pseudo-hyphal growth	YER109C	S000000911
FLO9		Lectin-like protein with similarity to Flo1p, thought to be expressed and involved in flocculation			YAL063C	S000000059
FLP1		Site-specific recombinase encoded on the 2-micron plasmid, required for 2-micron plasmid propagation as part of a plasmid amplification system that compensates for any copy number decreases caused by missegregation events			R0010W	S000029654
FLR1		Plasma membrane multidrug transporter of the major facilitator superfamily, involved in efflux of fluconazole, diazaborine, benomyl, methotrexate, and other drugs		Null mutant is viable; overexpression confers resistance to fluconazole, cycloheximide, 4-nitroquinoline N-oxide	YBR008C	S000000212
FLS1				fails to grow in the presence of 30 mg of fluphenazine per ml		S000029168
FLX1		Protein required for transport of flavin adenine dinucleotide (FAD), a synthesis product of riboflavin, across the mitochondrial membrane			YIL134W	S000001396
FMC1		Mitochondrial matrix protein, required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p		Null mutant is viable and shows growth deficiency on non-fermentable carbon sources at 37 degrees C	YIL098C	S000001360
FMN1		Riboflavin kinase, phosphorylates riboflavin to form riboflavin monophosphate (FMN), which is a necessary cofactor for many enzymes; localizes to microsomes and to the mitochondrial inner membrane			YDR236C	S000002644
FMO1		Flavin-containing monooxygenase, localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins			YHR176W	S000001219
